TRANSACTION_ID,STORE_ID,STORE_NAME,REGION,PRODUCT_ID,PRODUCT_NAME,CATEGORY,UNITS_SOLD,UNIT_PRICE,REVENUE,SALE_DATE,SALES_REP_ID
ELC-00037,E-009,Palmetto Station,Southeast,P-ELC-04-00,Studio Headphones,Audio,12,268.45,3221.4,2024-05-22,REP-E-009-03
ELC-00038,E-015,Wacker Drive,Midwest,P-ELC-03-00,USB-C Hub,Accessories,2,61.62,123.24,2024-03-20,REP-E-015-03
ELC-00039,E-003,Cambridge Square,Northeast,P-ELC-00-04,GameRig Pro,Laptops,20,1109.89,22197.8,2024-04-20,REP-E-003-04
ELC-00040,E-019,Golden Gate,West,P-ELC-04-00,Studio Headphones,Audio,12,457.25,5487.0,2024-06-21,REP-E-019-02
ELC-00041,E-011,Lakefront Mall,Midwest,P-ELC-04-03,Earbuds Plus,Audio,17,100.9,1715.3,2024-02-22,REP-E-011-01
ELC-00042,E-015,Wacker Drive,Midwest,P-ELC-00-02,WorkStation Z5,Laptops,3,1106.37,3319.11,2024-02-17,REP-E-015-02
ELC-00043,E-002,Beacon Hill,Northeast,P-ELC-01-03,OnePlus Ace,Phones,15,724.07,10861.05,2024-07-13,REP-E-002-02
ELC-00044,E-012,Prairie View,Midwest,P-ELC-02-02,Surface Go,Tablets,13,415.7,5404.1,2024-02-19,REP-E-012-03
ELC-00045,E-020,Silicon Crossing,West,P-ELC-00-02,WorkStation Z5,Laptops,2,861.57,1723.14,2024-07-02,REP-E-020-04
ELC-00046,E-010,Savannah Court,Southeast,P-ELC-02-04,Lenovo Tab,Tablets,5,366.69,1833.45,2024-06-25,REP-E-010-02
ELC-00047,E-012,Prairie View,Midwest,P-ELC-02-03,Fire HD,Tablets,5,536.78,2683.9,2024-11-05,REP-E-012-01
ELC-00048,E-010,Savannah Court,Southeast,P-ELC-04-03,Earbuds Plus,Audio,11,412.2,4534.2,2024-05-15,REP-E-010-01
ELC-00049,E-014,River North,Midwest,P-ELC-04-02,BT Speaker,Audio,2,200.42,400.84,2024-01-23,REP-E-014-02
ELC-00050,E-011,Lakefront Mall,Midwest,P-ELC-03-03,Screen Protector,Accessories,8,150.0,1200.0,2024-08-23,REP-E-011-02
ELC-00051,E-003,Cambridge Square,Northeast,P-ELC-02-00,iPad Air,Tablets,17,651.07,11068.19,2024-10-01,REP-E-003-01
ELC-00052,E-011,Lakefront Mall,Midwest,P-ELC-04-01,Soundbar Pro,Audio,20,207.06,4141.2,2024-03-04,REP-E-011-02
ELC-00053,E-006,Peachtree Center,Southeast,P-ELC-04-01,Soundbar Pro,Audio,15,50.54,758.1,2024-07-12,REP-E-006-03
ELC-00054,E-008,Riverside Walk,Southeast,P-ELC-03-09,Earbuds,Accessories,10,115.33,1153.3,2024-02-10,REP-E-008-04
ELC-00055,E-008,Riverside Walk,Southeast,P-ELC-04-01,Soundbar Pro,Audio,10,483.83,4838.3,2024-10-09,REP-E-008-04
ELC-00056,E-007,Magnolia Park,Southeast,P-ELC-02-04,Lenovo Tab,Tablets,41,450.09,18453.69,2024-05-30,REP-E-007-04
ELC-00057,E-017,Pacific Heights,West,P-ELC-04-03,Earbuds Plus,Audio,5,413.94,2069.7,2024-11-17,REP-E-017-02
ELC-00058,E-009,Palmetto Station,Southeast,P-ELC-00-03,ChromeBook S3,Laptops,12,1176.36,14116.32,2024-11-12,REP-E-009-01
ELC-00059,E-017,Pacific Heights,West,P-ELC-00-02,WorkStation Z5,Laptops,2,1468.36,2936.72,2024-07-04,REP-E-017-03
ELC-00060,E-015,Wacker Drive,Midwest,P-ELC-04-01,Soundbar Pro,Audio,14,73.11,1023.54,2024-10-22,REP-E-015-02
ELC-00061,E-015,Wacker Drive,Midwest,P-ELC-02-00,iPad Air,Tablets,14,184.62,2584.68,2024-04-08,REP-E-015-03
ELC-00062,E-008,Riverside Walk,Southeast,P-ELC-03-01,Wireless Mouse,Accessories,12,41.44,497.28,2024-12-26,REP-E-008-03
ELC-00063,E-004,Harbor Plaza,Northeast,P-ELC-02-01,Galaxy Tab S,Tablets,5,174.9,874.5,2024-02-05,REP-E-004-04
ELC-00064,E-005,Newbury Commons,Northeast,P-ELC-03-07,Webcam HD,Accessories,20,10.74,214.8,2024-01-24,REP-E-005-01
ELC-00065,E-001,Downtown Flagship,Northeast,P-ELC-02-01,Galaxy Tab S,Tablets,5,506.72,2533.6,2024-12-04,REP-E-001-04
ELC-00066,E-004,Harbor Plaza,Northeast,P-ELC-02-01,Galaxy Tab S,Tablets,10,229.2,2292.0,2024-04-26,REP-E-004-02
ELC-00067,E-014,River North,Midwest,P-ELC-04-03,Earbuds Plus,Audio,10,82.1,821.0,2024-05-28,REP-E-014-01
ELC-00068,E-017,Pacific Heights,West,P-ELC-04-01,Soundbar Pro,Audio,4,166.9,667.6,2024-02-10,REP-E-017-01
ELC-00069,E-020,Silicon Crossing,West,P-ELC-02-01,Galaxy Tab S,Tablets,16,420.77,6732.32,2024-04-29,REP-E-020-01
ELC-00070,E-017,Pacific Heights,West,P-ELC-02-00,iPad Air,Tablets,14,503.65,7051.1,2024-02-21,REP-E-017-01
ELC-00071,E-013,Heartland Plaza,Midwest,P-ELC-03-00,USB-C Hub,Accessories,13,147.35,1915.55,2024-07-13,REP-E-013-03
ELC-00072,E-001,Downtown Flagship,Northeast,P-ELC-02-00,iPad Air,Tablets,12,306.73,3680.76,2024-05-22,REP-E-001-01
ELC-00073,E-019,Golden Gate,West,P-ELC-02-01,Galaxy Tab S,Tablets,1,378.99,378.99,2024-08-20,REP-E-019-03
ELC-00074,E-006,Peachtree Center,Southeast,P-ELC-03-07,Webcam HD,Accessories,6,123.61,741.66,2024-11-21,REP-E-006-01
ELC-00075,E-015,Wacker Drive,Midwest,P-ELC-00-02,WorkStation Z5,Laptops,7,461.33,3229.31,2024-07-05,REP-E-015-02
ELC-00076,E-002,Beacon Hill,Northeast,P-ELC-02-02,Surface Go,Tablets,17,408.85,6950.45,2024-03-24,REP-E-002-04
ELC-00077,E-009,Palmetto Station,Southeast,P-ELC-00-01,UltraSlim X1,Laptops,10,899.76,8997.6,2024-07-08,REP-E-009-01
ELC-00078,E-011,Lakefront Mall,Midwest,P-ELC-02-00,iPad Air,Tablets,12,434.02,5208.24,2024-06-30,REP-E-011-04
ELC-00079,E-015,Wacker Drive,Midwest,P-ELC-03-05,Cable Kit,Accessories,6,79.47,476.82,2024-04-17,REP-E-015-04
ELC-00080,E-012,Prairie View,Midwest,P-ELC-04-02,BT Speaker,Audio,3,371.73,1115.19,2024-12-09,REP-E-012-01
ELC-00081,E-014,River North,Midwest,P-ELC-04-01,Soundbar Pro,Audio,46,168.07,7731.22,2024-05-16,REP-E-014-03
ELC-00082,E-010,Savannah Court,Southeast,P-ELC-02-03,Fire HD,Tablets,20,616.48,12329.6,2024-12-25,REP-E-010-02
ELC-00083,E-015,Wacker Drive,Midwest,P-ELC-02-03,Fire HD,Tablets,2,622.43,1244.86,2024-12-15,REP-E-015-03
ELC-00084,E-020,Silicon Crossing,West,P-ELC-03-04,Power Bank,Accessories,1,20.51,20.51,2024-11-27,REP-E-020-04
ELC-00085,E-012,Prairie View,Midwest,P-ELC-04-01,Soundbar Pro,Audio,1,97.11,97.11,2024-02-06,REP-E-012-04
ELC-00086,E-002,Beacon Hill,Northeast,P-ELC-01-00,Galaxy Ultra,Phones,8,978.52,7828.16,2024-11-07,REP-E-002-03
ELC-00087,E-012,Prairie View,Midwest,P-ELC-03-09,Earbuds,Accessories,2,94.71,189.42,2024-11-21,REP-E-012-04
ELC-00088,E-012,Prairie View,Midwest,P-ELC-02-03,Fire HD,Tablets,3,523.05,1569.15,2024-03-28,REP-E-012-03
ELC-00089,E-013,Heartland Plaza,Midwest,P-ELC-02-02,Surface Go,Tablets,8,774.34,6194.72,2024-09-30,REP-E-013-01
ELC-00090,E-006,Peachtree Center,Southeast,P-ELC-03-08,Phone Case,Accessories,13,137.9,1792.7,2024-05-05,REP-E-006-01
ELC-00091,E-009,Palmetto Station,Southeast,P-ELC-02-03,Fire HD,Tablets,7,797.64,5583.48,2024-03-24,REP-E-009-03
ELC-00092,E-016,Sunset Strip,West,P-ELC-01-00,Galaxy Ultra,Phones,4,1052.83,4211.32,2024-08-24,REP-E-016-04
ELC-00093,E-006,Peachtree Center,Southeast,P-ELC-03-01,Wireless Mouse,Accessories,11,103.5,1138.5,2024-07-13,REP-E-006-01
ELC-00094,E-018,Mission Bay,West,P-ELC-04-02,BT Speaker,Audio,8,430.14,3441.12,2024-05-18,REP-E-018-02
ELC-00095,E-012,Prairie View,Midwest,P-ELC-04-01,Soundbar Pro,Audio,4,493.01,1972.04,2024-11-23,REP-E-012-02
ELC-00096,E-008,Riverside Walk,Southeast,P-ELC-03-00,USB-C Hub,Accessories,12,87.56,1050.72,2024-12-18,REP-E-008-03
ELC-00097,E-015,Wacker Drive,Midwest,P-ELC-04-01,Soundbar Pro,Audio,20,445.6,8912.0,2024-10-12,REP-E-015-01
ELC-00098,E-010,Savannah Court,Southeast,P-ELC-03-07,Webcam HD,Accessories,17,67.51,1147.67,2024-04-22,REP-E-010-04
ELC-00099,E-019,Golden Gate,West,P-ELC-00-01,UltraSlim X1,Laptops,9,1299.27,11693.43,2024-12-16,REP-E-019-04
ELC-00100,E-015,Wacker Drive,Midwest,P-ELC-04-02,BT Speaker,Audio,5,442.64,2213.2,2024-06-15,REP-E-015-02
ELC-00101,E-005,Newbury Commons,Northeast,P-ELC-03-08,Phone Case,Accessories,2,126.39,252.78,2024-01-29,REP-E-005-02
ELC-00102,E-010,Savannah Court,Southeast,P-ELC-01-01,iPhone Max,Phones,11,1134.74,12482.14,2024-04-27,REP-E-010-02
ELC-00103,E-012,Prairie View,Midwest,P-ELC-04-02,BT Speaker,Audio,3,147.78,443.34,2024-01-17,REP-E-012-03
ELC-00104,E-005,Newbury Commons,Northeast,P-ELC-02-04,Lenovo Tab,Tablets,18,210.73,3793.14,2024-06-10,REP-E-005-02
ELC-00105,E-019,Golden Gate,West,P-ELC-04-01,Soundbar Pro,Audio,5,339.6,1698.0,2024-07-24,REP-E-019-03
ELC-00106,E-019,Golden Gate,West,P-ELC-00-00,ProBook 15,Laptops,2,463.65,927.3,2024-05-17,REP-E-019-03
ELC-00107,E-007,Magnolia Park,Southeast,P-ELC-04-03,Earbuds Plus,Audio,59,330.33,19489.47,2024-02-03,REP-E-007-03
ELC-00108,E-010,Savannah Court,Southeast,P-ELC-03-03,Screen Protector,Accessories,13,51.64,671.32,2024-04-18,REP-E-010-01
ELC-00109,E-002,Beacon Hill,Northeast,P-ELC-01-03,OnePlus Ace,Phones,14,684.25,9579.5,2024-10-17,REP-E-002-02
ELC-00110,E-011,Lakefront Mall,Midwest,P-ELC-04-01,Soundbar Pro,Audio,11,434.9,4783.9,2024-06-10,REP-E-011-03
ELC-00111,E-012,Prairie View,Midwest,P-ELC-03-02,Laptop Stand,Accessories,12,82.1,985.2,2024-04-18,REP-E-012-01
ELC-00112,E-011,Lakefront Mall,Midwest,P-ELC-01-03,OnePlus Ace,Phones,4,467.47,1869.88,2024-12-01,REP-E-011-02
ELC-00113,E-005,Newbury Commons,Northeast,P-ELC-00-00,ProBook 15,Laptops,10,1723.54,17235.4,2024-09-12,REP-E-005-04
ELC-00114,E-008,Riverside Walk,Southeast,P-ELC-01-02,Pixel Pro,Phones,19,921.13,17501.47,2024-07-21,REP-E-008-02
ELC-00115,E-006,Peachtree Center,Southeast,P-ELC-03-08,Phone Case,Accessories,15,79.83,1197.45,2024-11-25,REP-E-006-03
ELC-00116,E-016,Sunset Strip,West,P-ELC-00-00,ProBook 15,Laptops,11,1107.62,12183.82,2024-08-22,REP-E-016-02
ELC-00117,E-007,Magnolia Park,Southeast,P-ELC-04-02,BT Speaker,Audio,5,53.75,268.75,2024-03-14,REP-E-007-04
ELC-00118,E-010,Savannah Court,Southeast,P-ELC-04-00,Studio Headphones,Audio,4,232.54,930.16,2024-05-15,REP-E-010-03
ELC-00119,E-012,Prairie View,Midwest,P-ELC-03-05,Cable Kit,Accessories,2,66.08,132.16,2024-03-12,REP-E-012-02
ELC-00120,E-012,Prairie View,Midwest,P-ELC-04-02,BT Speaker,Audio,3,211.58,634.74,2024-05-06,REP-E-012-04
ELC-00121,E-018,Mission Bay,West,P-ELC-02-04,Lenovo Tab,Tablets,17,227.23,3862.91,2024-10-14,REP-E-018-01
ELC-00122,E-013,Heartland Plaza,Midwest,P-ELC-02-02,Surface Go,Tablets,18,760.32,13685.76,2024-10-02,REP-E-013-02
ELC-00123,E-007,Magnolia Park,Southeast,P-ELC-04-04,Turntable Vinyl,Audio,33,265.04,8746.32,2024-05-14,REP-E-007-02
ELC-00124,E-011,Lakefront Mall,Midwest,P-ELC-03-08,Phone Case,Accessories,15,30.85,462.75,2024-10-26,REP-E-011-02
ELC-00125,E-011,Lakefront Mall,Midwest,P-ELC-04-02,BT Speaker,Audio,6,214.69,1288.14,2024-08-07,REP-E-011-03
ELC-00126,E-019,Golden Gate,West,P-ELC-02-04,Lenovo Tab,Tablets,14,496.02,6944.28,2024-10-25,REP-E-019-03
ELC-00127,E-016,Sunset Strip,West,P-ELC-00-02,WorkStation Z5,Laptops,9,1343.33,12089.97,2024-07-23,REP-E-016-04
ELC-00128,E-019,Golden Gate,West,P-ELC-02-00,iPad Air,Tablets,17,458.48,7794.16,2024-07-04,REP-E-019-02
ELC-00129,E-002,Beacon Hill,Northeast,P-ELC-04-03,Earbuds Plus,Audio,6,276.39,1658.34,2024-04-22,REP-E-002-04
ELC-00130,E-005,Newbury Commons,Northeast,P-ELC-01-00,Galaxy Ultra,Phones,19,1148.21,21815.99,2024-03-11,REP-E-005-01
ELC-00131,E-007,Magnolia Park,Southeast,P-ELC-00-03,ChromeBook S3,Laptops,32,986.29,31561.28,2024-09-17,REP-E-007-02
ELC-00132,E-014,River North,Midwest,P-ELC-04-04,Turntable Vinyl,Audio,51,440.22,22451.22,2024-09-09,REP-E-014-01
ELC-00133,E-005,Newbury Commons,Northeast,P-ELC-04-01,Soundbar Pro,Audio,18,182.77,3289.86,2024-02-16,REP-E-005-04
ELC-00134,E-017,Pacific Heights,West,P-ELC-03-05,Cable Kit,Accessories,5,74.35,371.75,2024-01-25,REP-E-017-03
ELC-00135,E-018,Mission Bay,West,P-ELC-02-02,Surface Go,Tablets,17,464.72,7900.24,2024-02-26,REP-E-018-02
ELC-00136,E-009,Palmetto Station,Southeast,P-ELC-04-02,BT Speaker,Audio,8,472.5,3780.0,2024-03-19,REP-E-009-03
ELC-00137,E-010,Savannah Court,Southeast,P-ELC-01-03,OnePlus Ace,Phones,11,679.8,7477.8,2024-11-17,REP-E-010-03
ELC-00138,E-010,Savannah Court,Southeast,P-ELC-00-04,GameRig Pro,Laptops,18,931.57,16768.26,2024-03-22,REP-E-010-04
ELC-00139,E-012,Prairie View,Midwest,P-ELC-01-02,Pixel Pro,Phones,2,487.63,975.26,2024-12-14,REP-E-012-01
ELC-00140,E-012,Prairie View,Midwest,P-ELC-03-04,Power Bank,Accessories,16,39.96,639.36,2024-08-04,REP-E-012-03
ELC-00141,E-018,Mission Bay,West,P-ELC-02-01,Galaxy Tab S,Tablets,3,550.19,1650.57,2024-11-01,REP-E-018-02
ELC-00142,E-008,Riverside Walk,Southeast,P-ELC-00-04,GameRig Pro,Laptops,8,1293.12,10344.96,2024-02-02,REP-E-008-01
ELC-00143,E-004,Harbor Plaza,Northeast,P-ELC-03-05,Cable Kit,Accessories,16,24.08,385.28,2024-07-16,REP-E-004-02
ELC-00144,E-001,Downtown Flagship,Northeast,P-ELC-04-01,Soundbar Pro,Audio,14,336.86,4716.04,2024-07-14,REP-E-001-04
ELC-00145,E-016,Sunset Strip,West,P-ELC-01-02,Pixel Pro,Phones,9,485.42,4368.78,2024-11-01,REP-E-016-01
ELC-00146,E-003,Cambridge Square,Northeast,P-ELC-04-01,Soundbar Pro,Audio,18,377.18,6789.24,2024-08-27,REP-E-003-01
ELC-00147,E-006,Peachtree Center,Southeast,P-ELC-03-02,Laptop Stand,Accessories,2,149.6,299.2,2024-09-27,REP-E-006-04
ELC-00148,E-016,Sunset Strip,West,P-ELC-01-02,Pixel Pro,Phones,1,209.27,209.27,2024-05-08,REP-E-016-01
ELC-00149,E-011,Lakefront Mall,Midwest,P-ELC-02-03,Fire HD,Tablets,18,490.81,8834.58,2024-10-10,REP-E-011-02
ELC-00150,E-017,Pacific Heights,West,P-ELC-03-04,Power Bank,Accessories,5,123.23,616.15,2024-01-06,REP-E-017-03
ELC-00151,E-006,Peachtree Center,Southeast,P-ELC-03-04,Power Bank,Accessories,6,11.97,71.82,2024-12-14,REP-E-006-03
ELC-00152,E-010,Savannah Court,Southeast,P-ELC-04-01,Soundbar Pro,Audio,6,317.15,1902.9,2024-02-28,REP-E-010-04
ELC-00153,E-014,River North,Midwest,P-ELC-04-02,BT Speaker,Audio,7,218.39,1528.73,2024-12-15,REP-E-014-02
ELC-00154,E-016,Sunset Strip,West,P-ELC-02-01,Galaxy Tab S,Tablets,1,319.51,319.51,2024-10-01,REP-E-016-02
ELC-00155,E-015,Wacker Drive,Midwest,P-ELC-02-02,Surface Go,Tablets,10,528.6,5286.0,2024-05-16,REP-E-015-01
ELC-00156,E-009,Palmetto Station,Southeast,P-ELC-02-01,Galaxy Tab S,Tablets,2,584.06,1168.12,2024-11-24,REP-E-009-04
ELC-00157,E-010,Savannah Court,Southeast,P-ELC-01-03,OnePlus Ace,Phones,17,1123.11,19092.87,2024-06-23,REP-E-010-03
ELC-00158,E-004,Harbor Plaza,Northeast,P-ELC-02-02,Surface Go,Tablets,20,293.55,5871.0,2024-02-27,REP-E-004-02
ELC-00159,E-016,Sunset Strip,West,P-ELC-01-03,OnePlus Ace,Phones,17,573.62,9751.54,2024-05-30,REP-E-016-04
ELC-00160,E-018,Mission Bay,West,P-ELC-01-01,iPhone Max,Phones,17,1073.14,18243.38,2024-08-10,REP-E-018-01
ELC-00161,E-017,Pacific Heights,West,P-ELC-03-08,Phone Case,Accessories,10,20.93,209.3,2024-03-21,REP-E-017-01
ELC-00162,E-002,Beacon Hill,Northeast,P-ELC-04-04,Turntable Vinyl,Audio,7,299.17,2094.19,2024-08-20,REP-E-002-02
ELC-00163,E-006,Peachtree Center,Southeast,P-ELC-02-04,Lenovo Tab,Tablets,15,225.56,3383.4,2024-01-02,REP-E-006-02
ELC-00164,E-019,Golden Gate,West,P-ELC-03-01,Wireless Mouse,Accessories,14,72.37,1013.18,2024-05-14,REP-E-019-01
ELC-00165,E-015,Wacker Drive,Midwest,P-ELC-01-04,Moto Edge,Phones,14,656.8,9195.2,2024-09-13,REP-E-015-01
ELC-00166,E-018,Mission Bay,West,P-ELC-03-04,Power Bank,Accessories,1,65.43,65.43,2024-04-01,REP-E-018-01
ELC-00167,E-007,Magnolia Park,Southeast,P-ELC-04-00,Studio Headphones,Audio,6,229.14,1374.84,2024-09-16,REP-E-007-01
ELC-00168,E-003,Cambridge Square,Northeast,P-ELC-03-00,USB-C Hub,Accessories,10,67.24,672.4,2024-02-24,REP-E-003-02
ELC-00169,E-014,River North,Midwest,P-ELC-02-03,Fire HD,Tablets,51,715.25,36477.75,2024-11-16,REP-E-014-04
ELC-00170,E-003,Cambridge Square,Northeast,P-ELC-04-01,Soundbar Pro,Audio,12,85.76,1029.12,2024-06-01,REP-E-003-04
ELC-00171,E-017,Pacific Heights,West,P-ELC-01-01,iPhone Max,Phones,1,956.18,956.18,2024-11-23,REP-E-017-03
ELC-00172,E-015,Wacker Drive,Midwest,P-ELC-04-03,Earbuds Plus,Audio,18,208.26,3748.68,2024-09-16,REP-E-015-02
ELC-00173,E-008,Riverside Walk,Southeast,P-ELC-03-05,Cable Kit,Accessories,5,48.59,242.95,2024-11-07,REP-E-008-01
ELC-00174,E-002,Beacon Hill,Northeast,P-ELC-03-09,Earbuds,Accessories,1,43.69,43.69,2024-04-11,REP-E-002-01
ELC-00175,E-004,Harbor Plaza,Northeast,P-ELC-04-00,Studio Headphones,Audio,15,310.96,4664.4,2024-03-19,REP-E-004-01
ELC-00176,E-008,Riverside Walk,Southeast,P-ELC-00-03,ChromeBook S3,Laptops,15,728.07,10921.05,2024-07-10,REP-E-008-02
ELC-00177,E-002,Beacon Hill,Northeast,P-ELC-01-04,Moto Edge,Phones,10,434.16,4341.6,2024-03-23,REP-E-002-03
ELC-00178,E-019,Golden Gate,West,P-ELC-04-02,BT Speaker,Audio,6,171.83,1030.98,2024-10-03,REP-E-019-02
ELC-00179,E-017,Pacific Heights,West,P-ELC-01-03,OnePlus Ace,Phones,8,475.15,3801.2,2024-09-28,REP-E-017-02
ELC-00180,E-014,River North,Midwest,P-ELC-04-03,Earbuds Plus,Audio,6,486.98,2921.88,2024-01-01,REP-E-014-04
ELC-00181,E-017,Pacific Heights,West,P-ELC-02-03,Fire HD,Tablets,11,246.99,2716.89,2024-11-02,REP-E-017-04
ELC-00182,E-006,Peachtree Center,Southeast,P-ELC-04-03,Earbuds Plus,Audio,8,429.19,3433.52,2024-06-14,REP-E-006-03
ELC-00183,E-005,Newbury Commons,Northeast,P-ELC-03-00,USB-C Hub,Accessories,18,67.77,1219.86,2024-09-07,REP-E-005-04
ELC-00184,E-018,Mission Bay,West,P-ELC-04-01,Soundbar Pro,Audio,11,144.14,1585.54,2024-01-10,REP-E-018-02
ELC-00185,E-011,Lakefront Mall,Midwest,P-ELC-00-03,ChromeBook S3,Laptops,12,529.45,6353.4,2024-02-27,REP-E-011-02
ELC-00186,E-002,Beacon Hill,Northeast,P-ELC-02-03,Fire HD,Tablets,20,541.9,10838.0,2024-07-04,REP-E-002-01
ELC-00187,E-007,Magnolia Park,Southeast,P-ELC-04-04,Turntable Vinyl,Audio,23,255.32,5872.36,2024-06-06,REP-E-007-03
ELC-00188,E-010,Savannah Court,Southeast,P-ELC-00-01,UltraSlim X1,Laptops,7,1746.91,12228.37,2024-05-02,REP-E-010-01
ELC-00189,E-016,Sunset Strip,West,P-ELC-01-04,Moto Edge,Phones,5,596.63,2983.15,2024-01-30,REP-E-016-02
ELC-00190,E-018,Mission Bay,West,P-ELC-02-02,Surface Go,Tablets,11,453.06,4983.66,2024-05-03,REP-E-018-03
